sep=,
"Time","Kalman Humi1"
2021-12-08 01:21:00,46.6 %H
2021-12-08 01:24:00,46.6 %H
2021-12-08 01:27:00,46.6 %H
2021-12-08 01:30:00,46.6 %H
2021-12-08 01:33:00,46.6 %H
2021-12-08 01:36:00,46.6 %H
2021-12-08 01:39:00,46.6 %H
2021-12-08 01:42:00,46.6 %H
2021-12-08 01:45:00,46.6 %H
2021-12-08 01:48:00,46.6 %H
2021-12-08 01:51:00,46.6 %H
2021-12-08 01:54:00,46.6 %H
2021-12-08 01:57:00,46.6 %H
2021-12-08 02:00:00,46.6 %H
2021-12-08 02:03:00,46.6 %H
2021-12-08 02:06:00,46.6 %H
2021-12-08 02:09:00,46.6 %H
2021-12-08 02:12:00,46.6 %H
2021-12-08 02:15:00,46.7 %H
2021-12-08 02:18:00,46.7 %H
2021-12-08 02:21:00,46.7 %H
2021-12-08 02:24:00,46.7 %H
2021-12-08 02:27:00,46.7 %H
2021-12-08 02:30:00,46.7 %H
2021-12-08 02:33:00,46.7 %H
2021-12-08 02:36:00,46.7 %H
2021-12-08 02:39:00,46.7 %H
2021-12-08 02:42:00,46.7 %H
2021-12-08 02:45:00,46.7 %H
2021-12-08 02:48:00,46.7 %H
2021-12-08 02:51:00,46.8 %H
2021-12-08 02:54:00,46.8 %H
2021-12-08 02:57:00,46.8 %H
2021-12-08 03:00:00,46.8 %H
2021-12-08 03:03:00,46.8 %H
2021-12-08 03:06:00,46.8 %H
2021-12-08 03:09:00,46.8 %H
2021-12-08 03:12:00,46.8 %H
2021-12-08 03:15:00,46.8 %H
2021-12-08 03:18:00,46.8 %H
2021-12-08 03:21:00,46.9 %H
2021-12-08 03:24:00,46.9 %H
2021-12-08 03:27:00,46.9 %H
2021-12-08 03:30:00,46.9 %H
2021-12-08 03:33:00,46.9 %H
2021-12-08 03:36:00,46.9 %H
2021-12-08 03:39:00,46.9 %H
2021-12-08 03:42:00,46.9 %H
2021-12-08 03:45:00,46.9 %H
2021-12-08 03:48:00,46.9 %H
2021-12-08 03:51:00,46.9 %H
2021-12-08 03:54:00,46.9 %H
2021-12-08 03:57:00,46.9 %H
2021-12-08 04:00:00,47.0 %H
2021-12-08 04:03:00,47.0 %H
2021-12-08 04:06:00,47.0 %H
2021-12-08 04:09:00,47.0 %H
2021-12-08 04:12:00,47.0 %H
2021-12-08 04:15:00,47.0 %H
2021-12-08 04:18:00,47.0 %H
2021-12-08 04:21:00,47.1 %H
2021-12-08 04:24:00,47.1 %H
2021-12-08 04:27:00,47.1 %H
2021-12-08 04:30:00,47.1 %H
2021-12-08 04:33:00,47.1 %H
2021-12-08 04:36:00,47.1 %H
2021-12-08 04:39:00,47.2 %H
2021-12-08 04:42:00,47.2 %H
2021-12-08 04:45:00,47.2 %H
2021-12-08 04:48:00,47.2 %H
2021-12-08 04:51:00,47.2 %H
2021-12-08 04:54:00,47.2 %H
2021-12-08 04:57:00,52.5 %H
2021-12-08 05:00:00,60.0 %H
2021-12-08 05:03:00,61.3 %H
2021-12-08 05:06:00,64.4 %H
2021-12-08 05:09:00,65.2 %H
2021-12-08 05:12:00,67.3 %H
2021-12-08 05:15:00,69.8 %H
2021-12-08 05:18:00,71.2 %H
2021-12-08 05:21:00,70.7 %H
2021-12-08 05:24:00,70.2 %H
2021-12-08 05:27:00,70.2 %H
2021-12-08 05:30:00,70.0 %H
2021-12-08 05:33:00,70.1 %H
2021-12-08 05:36:00,70.1 %H
2021-12-08 05:39:00,70.0 %H
2021-12-08 05:42:00,69.6 %H
2021-12-08 05:45:00,68.8 %H
2021-12-08 05:48:00,68.1 %H
2021-12-08 05:51:00,67.5 %H
2021-12-08 05:54:00,66.9 %H
2021-12-08 05:57:00,66.3 %H
2021-12-08 06:00:00,65.7 %H
2021-12-08 06:03:00,65.2 %H
2021-12-08 06:06:00,64.8 %H
2021-12-08 06:09:00,64.4 %H
2021-12-08 06:12:00,64.1 %H
2021-12-08 06:15:00,63.8 %H
2021-12-08 06:18:00,63.6 %H
2021-12-08 06:21:00,63.3 %H
2021-12-08 06:24:00,63.1 %H
2021-12-08 06:27:00,62.9 %H
2021-12-08 06:30:00,62.7 %H
2021-12-08 06:33:00,62.5 %H
2021-12-08 06:36:00,62.2 %H
2021-12-08 06:39:00,61.9 %H
2021-12-08 06:42:00,61.7 %H
2021-12-08 06:45:00,61.4 %H
2021-12-08 06:48:00,61.2 %H
2021-12-08 06:51:00,60.9 %H
2021-12-08 06:54:00,60.6 %H
2021-12-08 06:57:00,60.4 %H
2021-12-08 07:00:00,60.1 %H
2021-12-08 07:03:00,59.9 %H
2021-12-08 07:06:00,59.6 %H
2021-12-08 07:09:00,59.4 %H
2021-12-08 07:12:00,59.2 %H
2021-12-08 07:15:00,59.0 %H
2021-12-08 07:18:00,58.7 %H
2021-12-08 07:21:00,58.5 %H
2021-12-08 07:24:00,58.3 %H
2021-12-08 07:27:00,58.1 %H
2021-12-08 07:30:00,57.9 %H
2021-12-08 07:33:00,57.7 %H
2021-12-08 07:36:00,57.5 %H
2021-12-08 07:39:00,57.4 %H
2021-12-08 07:42:00,57.2 %H
2021-12-08 07:45:00,57.0 %H
2021-12-08 07:48:00,56.8 %H
2021-12-08 07:51:00,56.7 %H
2021-12-08 07:54:00,56.5 %H
2021-12-08 07:57:00,56.3 %H
2021-12-08 08:00:00,56.1 %H
2021-12-08 08:03:00,56.0 %H
2021-12-08 08:06:00,55.8 %H
2021-12-08 08:09:00,55.6 %H
2021-12-08 08:12:00,55.5 %H
2021-12-08 08:15:00,55.3 %H
2021-12-08 08:18:00,55.2 %H
2021-12-08 08:21:00,55.0 %H
2021-12-08 08:24:00,54.9 %H
2021-12-08 08:27:00,54.8 %H
2021-12-08 08:30:00,54.6 %H
2021-12-08 08:33:00,54.5 %H
2021-12-08 08:36:00,54.4 %H
2021-12-08 08:39:00,54.2 %H
2021-12-08 08:42:00,54.1 %H
2021-12-08 08:45:00,54.0 %H
2021-12-08 08:48:00,53.9 %H
2021-12-08 08:51:00,53.8 %H
2021-12-08 08:54:00,53.7 %H
2021-12-08 08:57:00,53.5 %H
2021-12-08 09:00:00,53.4 %H
2021-12-08 09:03:00,53.3 %H
2021-12-08 09:06:00,53.2 %H
2021-12-08 09:09:00,53.1 %H
2021-12-08 09:12:00,53.0 %H
2021-12-08 09:15:00,52.9 %H
2021-12-08 09:18:00,52.8 %H
2021-12-08 09:21:00,52.8 %H
2021-12-08 09:24:00,52.7 %H
2021-12-08 09:27:00,52.6 %H
2021-12-08 09:30:00,52.5 %H
2021-12-08 09:33:00,52.4 %H
2021-12-08 09:36:00,52.3 %H
2021-12-08 09:39:00,52.2 %H
2021-12-08 09:42:00,52.1 %H
2021-12-08 09:45:00,52.0 %H
2021-12-08 09:48:00,51.9 %H
2021-12-08 09:51:00,51.8 %H
2021-12-08 09:54:00,51.8 %H
2021-12-08 09:57:00,51.7 %H
2021-12-08 10:00:00,51.6 %H
2021-12-08 10:03:00,51.5 %H
2021-12-08 10:06:00,51.5 %H
2021-12-08 10:09:00,51.4 %H
2021-12-08 10:12:00,51.3 %H
2021-12-08 10:15:00,51.2 %H
2021-12-08 10:18:00,51.2 %H
2021-12-08 10:21:00,51.1 %H
2021-12-08 10:24:00,51.0 %H
2021-12-08 10:27:00,50.9 %H
2021-12-08 10:30:00,50.9 %H
2021-12-08 10:33:00,50.8 %H
2021-12-08 10:36:00,50.7 %H
2021-12-08 10:39:00,50.7 %H
2021-12-08 10:42:00,50.6 %H
2021-12-08 10:45:00,50.5 %H
2021-12-08 10:48:00,50.5 %H
2021-12-08 10:51:00,50.4 %H
2021-12-08 10:54:00,50.4 %H
2021-12-08 10:57:00,50.3 %H
2021-12-08 11:00:00,50.3 %H
2021-12-08 11:03:00,50.2 %H
2021-12-08 11:06:00,50.1 %H
2021-12-08 11:09:00,50.1 %H
2021-12-08 11:12:00,50.0 %H
2021-12-08 11:15:00,50.0 %H
2021-12-08 11:18:00,49.9 %H
2021-12-08 11:21:00,49.9 %H
2021-12-08 11:24:00,49.8 %H
2021-12-08 11:27:00,49.8 %H
2021-12-08 11:30:00,49.7 %H
2021-12-08 11:33:00,49.7 %H
2021-12-08 11:36:00,49.7 %H
2021-12-08 11:39:00,49.6 %H
2021-12-08 11:42:00,49.6 %H
2021-12-08 11:45:00,49.5 %H
2021-12-08 11:48:00,49.5 %H
2021-12-08 11:51:00,49.5 %H
2021-12-08 11:54:00,49.4 %H
2021-12-08 11:57:00,49.4 %H
2021-12-08 12:00:00,49.3 %H
2021-12-08 12:03:00,49.3 %H
2021-12-08 12:06:00,49.3 %H
2021-12-08 12:09:00,49.3 %H
2021-12-08 12:12:00,49.2 %H
2021-12-08 12:15:00,49.2 %H
2021-12-08 12:18:00,49.2 %H
2021-12-08 12:21:00,49.2 %H
2021-12-08 12:24:00,49.2 %H
2021-12-08 12:27:00,49.1 %H
2021-12-08 12:30:00,49.1 %H
2021-12-08 12:33:00,49.1 %H
2021-12-08 12:36:00,49.1 %H
2021-12-08 12:39:00,49.0 %H
2021-12-08 12:42:00,49.0 %H
2021-12-08 12:45:00,49.0 %H
2021-12-08 12:48:00,48.9 %H
2021-12-08 12:51:00,48.9 %H
2021-12-08 12:54:00,48.9 %H
2021-12-08 12:57:00,48.8 %H
2021-12-08 13:00:00,48.8 %H
2021-12-08 13:03:00,48.8 %H
2021-12-08 13:06:00,48.7 %H
2021-12-08 13:09:00,48.7 %H
2021-12-08 13:12:00,48.7 %H
2021-12-08 13:15:00,48.6 %H
2021-12-08 13:18:00,48.6 %H
2021-12-08 13:21:00,48.6 %H
2021-12-08 13:24:00,48.5 %H
2021-12-08 13:27:00,48.5 %H
2021-12-08 13:30:00,48.4 %H
2021-12-08 13:33:00,48.4 %H
2021-12-08 13:36:00,48.4 %H
2021-12-08 13:39:00,48.3 %H
2021-12-08 13:42:00,48.3 %H
2021-12-08 13:45:00,48.3 %H
2021-12-08 13:48:00,48.2 %H
2021-12-08 13:51:00,48.2 %H
2021-12-08 13:54:00,48.2 %H
2021-12-08 13:57:00,48.2 %H
2021-12-08 14:00:00,48.1 %H
2021-12-08 14:03:00,48.1 %H
2021-12-08 14:06:00,48.1 %H
2021-12-08 14:09:00,48.0 %H
2021-12-08 14:12:00,48.0 %H
2021-12-08 14:15:00,48.0 %H
2021-12-08 14:18:00,48.0 %H
2021-12-08 14:21:00,48.0 %H
2021-12-08 14:24:00,48.0 %H
2021-12-08 14:27:00,48.0 %H
2021-12-08 14:30:00,48.0 %H
2021-12-08 14:33:00,48.0 %H
2021-12-08 14:36:00,47.9 %H
2021-12-08 14:39:00,47.9 %H
2021-12-08 14:42:00,47.9 %H
2021-12-08 14:45:00,47.9 %H
2021-12-08 14:48:00,47.9 %H
2021-12-08 14:51:00,47.9 %H
2021-12-08 14:54:00,47.8 %H
2021-12-08 14:57:00,47.8 %H
2021-12-08 15:00:00,47.8 %H
2021-12-08 15:03:00,47.8 %H
2021-12-08 15:06:00,47.7 %H
2021-12-08 15:09:00,47.7 %H
2021-12-08 15:12:00,47.7 %H
2021-12-08 15:15:00,47.6 %H
2021-12-08 15:18:00,47.6 %H
2021-12-08 15:21:00,47.6 %H
2021-12-08 15:24:00,47.6 %H
2021-12-08 15:27:00,47.5 %H
2021-12-08 15:30:00,47.5 %H
2021-12-08 15:33:00,47.5 %H
2021-12-08 15:36:00,47.5 %H
2021-12-08 15:39:00,47.4 %H
2021-12-08 15:42:00,47.4 %H
2021-12-08 15:45:00,47.4 %H
2021-12-08 15:48:00,47.4 %H
2021-12-08 15:51:00,47.3 %H
2021-12-08 15:54:00,47.3 %H
2021-12-08 15:57:00,47.3 %H
2021-12-08 16:00:00,47.2 %H
2021-12-08 16:03:00,47.2 %H
2021-12-08 16:06:00,47.2 %H
2021-12-08 16:09:00,47.2 %H
2021-12-08 16:12:00,47.1 %H
2021-12-08 16:15:00,47.1 %H
2021-12-08 16:18:00,47.1 %H
2021-12-08 16:21:00,47.1 %H
2021-12-08 16:24:00,47.0 %H
2021-12-08 16:27:00,47.0 %H
2021-12-08 16:30:00,47.0 %H
2021-12-08 16:33:00,46.9 %H
2021-12-08 16:36:00,46.9 %H
2021-12-08 16:39:00,46.9 %H
2021-12-08 16:42:00,46.9 %H
2021-12-08 16:45:00,46.9 %H
2021-12-08 16:48:00,46.8 %H
2021-12-08 16:51:00,46.8 %H
2021-12-08 16:54:00,46.8 %H
2021-12-08 16:57:00,46.8 %H
2021-12-08 17:00:00,46.7 %H
2021-12-08 17:03:00,46.7 %H
2021-12-08 17:06:00,46.7 %H
2021-12-08 17:09:00,46.7 %H
2021-12-08 17:12:00,46.6 %H
2021-12-08 17:15:00,46.6 %H
2021-12-08 17:18:00,46.6 %H
2021-12-08 17:21:00,46.6 %H
2021-12-08 17:24:00,46.5 %H
2021-12-08 17:27:00,46.5 %H
2021-12-08 17:30:00,46.5 %H
2021-12-08 17:33:00,46.5 %H
2021-12-08 17:36:00,46.5 %H
2021-12-08 17:39:00,46.5 %H
2021-12-08 17:42:00,46.5 %H
2021-12-08 17:45:00,46.5 %H
2021-12-08 17:48:00,46.5 %H
2021-12-08 17:51:00,46.5 %H
2021-12-08 17:54:00,46.5 %H
2021-12-08 17:57:00,46.5 %H
2021-12-08 18:00:00,46.5 %H
2021-12-08 18:03:00,46.5 %H
2021-12-08 18:06:00,46.5 %H
2021-12-08 18:09:00,46.6 %H
2021-12-08 18:12:00,46.6 %H
2021-12-08 18:15:00,46.6 %H
2021-12-08 18:18:00,46.6 %H
2021-12-08 18:21:00,46.6 %H
2021-12-08 18:24:00,46.6 %H
2021-12-08 18:27:00,46.6 %H
2021-12-08 18:30:00,46.6 %H
2021-12-08 18:33:00,46.6 %H
2021-12-08 18:36:00,46.6 %H
2021-12-08 18:39:00,46.6 %H
2021-12-08 18:42:00,46.7 %H
2021-12-08 18:45:00,46.7 %H
2021-12-08 18:48:00,46.7 %H
2021-12-08 18:51:00,46.7 %H
2021-12-08 18:54:00,46.7 %H
2021-12-08 18:57:00,46.7 %H
2021-12-08 19:00:00,46.7 %H
2021-12-08 19:03:00,46.7 %H
2021-12-08 19:06:00,46.7 %H
2021-12-08 19:09:00,46.7 %H
2021-12-08 19:12:00,46.7 %H
2021-12-08 19:15:00,46.7 %H
2021-12-08 19:18:00,46.7 %H
2021-12-08 19:21:00,46.7 %H
2021-12-08 19:24:00,46.7 %H
2021-12-08 19:27:00,46.7 %H
2021-12-08 19:30:00,46.7 %H
2021-12-08 19:33:00,46.7 %H
2021-12-08 19:36:00,46.7 %H
2021-12-08 19:39:00,46.8 %H
2021-12-08 19:42:00,46.8 %H
2021-12-08 19:45:00,46.8 %H
2021-12-08 19:48:00,46.8 %H
2021-12-08 19:51:00,46.8 %H
2021-12-08 19:54:00,46.8 %H
2021-12-08 19:57:00,46.8 %H
2021-12-08 20:00:00,46.8 %H
2021-12-08 20:03:00,46.8 %H
2021-12-08 20:06:00,46.8 %H
2021-12-08 20:09:00,46.8 %H
2021-12-08 20:12:00,46.8 %H
2021-12-08 20:15:00,46.8 %H
2021-12-08 20:18:00,46.8 %H
2021-12-08 20:21:00,46.9 %H
2021-12-08 20:24:00,46.9 %H
2021-12-08 20:27:00,46.9 %H
2021-12-08 20:30:00,46.9 %H
2021-12-08 20:33:00,46.9 %H
2021-12-08 20:36:00,
2021-12-08 20:39:00,
2021-12-08 20:42:00,49.8 %H
2021-12-08 20:45:00,48.7 %H
2021-12-08 20:48:00,48.3 %H
2021-12-08 20:51:00,48.0 %H
2021-12-08 20:54:00,48.0 %H
2021-12-08 20:57:00,48.0 %H
2021-12-08 21:00:00,48.3 %H
2021-12-08 21:03:00,48.4 %H
2021-12-08 21:06:00,48.4 %H
2021-12-08 21:09:00,48.5 %H
2021-12-08 21:12:00,48.5 %H
2021-12-08 21:15:00,48.6 %H
2021-12-08 21:18:00,48.8 %H
2021-12-08 21:21:00,48.8 %H
2021-12-08 21:24:00,48.8 %H
2021-12-08 21:27:00,48.8 %H
2021-12-08 21:30:00,48.8 %H
2021-12-08 21:33:00,48.8 %H
2021-12-08 21:36:00,48.8 %H
2021-12-08 21:39:00,48.8 %H
2021-12-08 21:42:00,48.8 %H
2021-12-08 21:45:00,48.8 %H
2021-12-08 21:48:00,48.7 %H
2021-12-08 21:51:00,48.7 %H
2021-12-08 21:54:00,48.7 %H
2021-12-08 21:57:00,48.7 %H
2021-12-08 22:00:00,48.7 %H
2021-12-08 22:03:00,48.7 %H
2021-12-08 22:06:00,48.7 %H
2021-12-08 22:09:00,48.7 %H
2021-12-08 22:12:00,48.6 %H
2021-12-08 22:15:00,48.6 %H
2021-12-08 22:18:00,48.6 %H
2021-12-08 22:21:00,48.6 %H
2021-12-08 22:24:00,48.6 %H
2021-12-08 22:27:00,48.6 %H
2021-12-08 22:30:00,48.7 %H
2021-12-08 22:33:00,48.7 %H
2021-12-08 22:36:00,48.8 %H
2021-12-08 22:39:00,48.9 %H
2021-12-08 22:42:00,48.9 %H
2021-12-08 22:45:00,49.0 %H
2021-12-08 22:48:00,49.0 %H
2021-12-08 22:51:00,49.1 %H
2021-12-08 22:54:00,49.2 %H
2021-12-08 22:57:00,49.2 %H
2021-12-08 23:00:00,49.3 %H
2021-12-08 23:03:00,49.4 %H
2021-12-08 23:06:00,49.5 %H
2021-12-08 23:09:00,49.5 %H
2021-12-08 23:12:00,49.6 %H
2021-12-08 23:15:00,49.7 %H
2021-12-08 23:18:00,49.7 %H
2021-12-08 23:21:00,49.8 %H
2021-12-08 23:24:00,49.8 %H
2021-12-08 23:27:00,49.9 %H
2021-12-08 23:30:00,50.0 %H
2021-12-08 23:33:00,50.1 %H
2021-12-08 23:36:00,50.2 %H
2021-12-08 23:39:00,50.2 %H
2021-12-08 23:42:00,50.3 %H
2021-12-08 23:45:00,50.3 %H
2021-12-08 23:48:00,50.3 %H
2021-12-08 23:51:00,50.3 %H
2021-12-08 23:54:00,50.4 %H
2021-12-08 23:57:00,50.4 %H
2021-12-09 00:00:00,50.4 %H
2021-12-09 00:03:00,50.4 %H
2021-12-09 00:06:00,50.5 %H
2021-12-09 00:09:00,50.5 %H
2021-12-09 00:12:00,50.6 %H
2021-12-09 00:15:00,50.7 %H
2021-12-09 00:18:00,50.8 %H
2021-12-09 00:21:00,50.9 %H
2021-12-09 00:24:00,51.0 %H
2021-12-09 00:27:00,51.1 %H
2021-12-09 00:30:00,51.2 %H
2021-12-09 00:33:00,51.3 %H
2021-12-09 00:36:00,51.4 %H
2021-12-09 00:39:00,51.5 %H
2021-12-09 00:42:00,51.6 %H
2021-12-09 00:45:00,51.7 %H
2021-12-09 00:48:00,51.8 %H
2021-12-09 00:51:00,51.8 %H
2021-12-09 00:54:00,51.9 %H
2021-12-09 00:57:00,52.0 %H
2021-12-09 01:00:00,52.1 %H
2021-12-09 01:03:00,52.2 %H
2021-12-09 01:06:00,52.2 %H
2021-12-09 01:09:00,52.3 %H
2021-12-09 01:12:00,52.4 %H
2021-12-09 01:15:00,52.4 %H
2021-12-09 01:18:00,52.5 %H
2021-12-09 01:21:00,52.6 %H
2021-12-09 01:24:00,52.6 %H
2021-12-09 01:27:00,52.7 %H
2021-12-09 01:30:00,52.7 %H
2021-12-09 01:33:00,52.8 %H
2021-12-09 01:36:00,52.8 %H
2021-12-09 01:39:00,52.9 %H
2021-12-09 01:42:00,52.9 %H
2021-12-09 01:45:00,53.0 %H
2021-12-09 01:48:00,53.0 %H
2021-12-09 01:51:00,53.1 %H
2021-12-09 01:54:00,53.1 %H
2021-12-09 01:57:00,53.2 %H
2021-12-09 02:00:00,53.2 %H
2021-12-09 02:03:00,53.2 %H
2021-12-09 02:06:00,53.3 %H
2021-12-09 02:09:00,53.3 %H
2021-12-09 02:12:00,53.3 %H
2021-12-09 02:15:00,53.4 %H
2021-12-09 02:18:00,53.4 %H
2021-12-09 02:21:00,53.4 %H
2021-12-09 02:24:00,53.4 %H
2021-12-09 02:27:00,53.5 %H
2021-12-09 02:30:00,53.5 %H
2021-12-09 02:33:00,53.5 %H
2021-12-09 02:36:00,53.5 %H
2021-12-09 02:39:00,53.5 %H
2021-12-09 02:42:00,53.6 %H
2021-12-09 02:45:00,53.6 %H
2021-12-09 02:48:00,53.6 %H
2021-12-09 02:51:00,53.6 %H
2021-12-09 02:54:00,53.6 %H
2021-12-09 02:57:00,53.6 %H
2021-12-09 03:00:00,53.6 %H
2021-12-09 03:03:00,53.7 %H
2021-12-09 03:06:00,53.7 %H
2021-12-09 03:09:00,53.7 %H
2021-12-09 03:12:00,53.7 %H
2021-12-09 03:15:00,53.7 %H
2021-12-09 03:18:00,53.7 %H
2021-12-09 03:21:00,53.7 %H
2021-12-09 03:24:00,53.7 %H
2021-12-09 03:27:00,53.7 %H
2021-12-09 03:30:00,53.7 %H
2021-12-09 03:33:00,53.8 %H
2021-12-09 03:36:00,53.8 %H
2021-12-09 03:39:00,53.8 %H
2021-12-09 03:42:00,53.8 %H
2021-12-09 03:45:00,53.8 %H
2021-12-09 03:48:00,53.8 %H
2021-12-09 03:51:00,53.8 %H
2021-12-09 03:54:00,53.8 %H
2021-12-09 03:57:00,53.8 %H
2021-12-09 04:00:00,53.8 %H
2021-12-09 04:03:00,53.8 %H
2021-12-09 04:06:00,53.8 %H
2021-12-09 04:09:00,53.8 %H
2021-12-09 04:12:00,53.8 %H
2021-12-09 04:15:00,53.8 %H
2021-12-09 04:18:00,53.8 %H
2021-12-09 04:21:00,53.8 %H
2021-12-09 04:24:00,53.8 %H
2021-12-09 04:27:00,53.8 %H
2021-12-09 04:30:00,53.8 %H
2021-12-09 04:33:00,53.8 %H
2021-12-09 04:36:00,53.8 %H
2021-12-09 04:39:00,53.8 %H
2021-12-09 04:42:00,53.8 %H
2021-12-09 04:45:00,53.8 %H
2021-12-09 04:48:00,53.8 %H
2021-12-09 04:51:00,53.8 %H
2021-12-09 04:54:00,53.8 %H
2021-12-09 04:57:00,53.8 %H
2021-12-09 05:00:00,53.8 %H
2021-12-09 05:03:00,53.7 %H
2021-12-09 05:06:00,53.7 %H
2021-12-09 05:09:00,53.7 %H
2021-12-09 05:12:00,53.7 %H
2021-12-09 05:15:00,53.7 %H
2021-12-09 05:18:00,53.7 %H
2021-12-09 05:21:00,53.7 %H
2021-12-09 05:24:00,53.7 %H
2021-12-09 05:27:00,53.7 %H
2021-12-09 05:30:00,53.7 %H
2021-12-09 05:33:00,53.7 %H
2021-12-09 05:36:00,53.7 %H
2021-12-09 05:39:00,53.7 %H
2021-12-09 05:42:00,53.7 %H
2021-12-09 05:45:00,53.7 %H
2021-12-09 05:48:00,53.7 %H
2021-12-09 05:51:00,53.7 %H
2021-12-09 05:54:00,53.7 %H
2021-12-09 05:57:00,53.7 %H
2021-12-09 06:00:00,53.7 %H
2021-12-09 06:03:00,53.7 %H
2021-12-09 06:06:00,53.7 %H
2021-12-09 06:09:00,53.7 %H
2021-12-09 06:12:00,53.7 %H
2021-12-09 06:15:00,53.7 %H
2021-12-09 06:18:00,53.7 %H
2021-12-09 06:21:00,53.7 %H
2021-12-09 06:24:00,53.7 %H
2021-12-09 06:27:00,53.7 %H
2021-12-09 06:30:00,53.7 %H
2021-12-09 06:33:00,53.7 %H
2021-12-09 06:36:00,53.7 %H
2021-12-09 06:39:00,53.7 %H
2021-12-09 06:42:00,53.7 %H
2021-12-09 06:45:00,53.7 %H
2021-12-09 06:48:00,53.7 %H
2021-12-09 06:51:00,53.7 %H
2021-12-09 06:54:00,53.7 %H
2021-12-09 06:57:00,53.7 %H
2021-12-09 07:00:00,53.7 %H
2021-12-09 07:03:00,53.7 %H
2021-12-09 07:06:00,53.7 %H
2021-12-09 07:09:00,53.8 %H
2021-12-09 07:12:00,53.8 %H
2021-12-09 07:15:00,53.8 %H
2021-12-09 07:18:00,53.8 %H
2021-12-09 07:21:00,53.8 %H
2021-12-09 07:24:00,53.8 %H
2021-12-09 07:27:00,53.8 %H
2021-12-09 07:30:00,53.8 %H
2021-12-09 07:33:00,53.8 %H
2021-12-09 07:36:00,53.8 %H
2021-12-09 07:39:00,53.8 %H
2021-12-09 07:42:00,53.8 %H
2021-12-09 07:45:00,53.8 %H
2021-12-09 07:48:00,53.8 %H
2021-12-09 07:51:00,53.8 %H
2021-12-09 07:54:00,53.8 %H
2021-12-09 07:57:00,53.8 %H
2021-12-09 08:00:00,53.8 %H
2021-12-09 08:03:00,53.8 %H
2021-12-09 08:06:00,53.8 %H
2021-12-09 08:09:00,53.8 %H
2021-12-09 08:12:00,53.8 %H
2021-12-09 08:15:00,53.8 %H
2021-12-09 08:18:00,53.8 %H
2021-12-09 08:21:00,53.8 %H
2021-12-09 08:24:00,53.8 %H
2021-12-09 08:27:00,53.8 %H
2021-12-09 08:30:00,53.8 %H
2021-12-09 08:33:00,53.8 %H
2021-12-09 08:36:00,53.8 %H
2021-12-09 08:39:00,53.8 %H
2021-12-09 08:42:00,53.8 %H
2021-12-09 08:45:00,53.8 %H
2021-12-09 08:48:00,53.8 %H
2021-12-09 08:51:00,53.8 %H
2021-12-09 08:54:00,53.8 %H
2021-12-09 08:57:00,53.8 %H
2021-12-09 09:00:00,53.8 %H
2021-12-09 09:03:00,53.8 %H
2021-12-09 09:06:00,53.8 %H
2021-12-09 09:09:00,53.8 %H
2021-12-09 09:12:00,53.7 %H
2021-12-09 09:15:00,53.7 %H
2021-12-09 09:18:00,53.7 %H
2021-12-09 09:21:00,53.7 %H
2021-12-09 09:24:00,53.7 %H
2021-12-09 09:27:00,53.7 %H
2021-12-09 09:30:00,53.7 %H
2021-12-09 09:33:00,53.7 %H
2021-12-09 09:36:00,53.7 %H
2021-12-09 09:39:00,53.7 %H
2021-12-09 09:42:00,53.7 %H
2021-12-09 09:45:00,53.7 %H
2021-12-09 09:48:00,53.8 %H
2021-12-09 09:51:00,53.8 %H
2021-12-09 09:54:00,53.8 %H
2021-12-09 09:57:00,53.8 %H
2021-12-09 10:00:00,53.8 %H
2021-12-09 10:03:00,53.8 %H
2021-12-09 10:06:00,53.8 %H
2021-12-09 10:09:00,53.8 %H
2021-12-09 10:12:00,53.8 %H
2021-12-09 10:15:00,53.9 %H
2021-12-09 10:18:00,53.9 %H
2021-12-09 10:21:00,53.9 %H
2021-12-09 10:24:00,53.9 %H
2021-12-09 10:27:00,53.9 %H
2021-12-09 10:30:00,53.9 %H
2021-12-09 10:33:00,53.9 %H
2021-12-09 10:36:00,53.9 %H
2021-12-09 10:39:00,53.9 %H
2021-12-09 10:42:00,53.9 %H
2021-12-09 10:45:00,54.0 %H
2021-12-09 10:48:00,54.0 %H
2021-12-09 10:51:00,54.0 %H
2021-12-09 10:54:00,54.0 %H
2021-12-09 10:57:00,54.0 %H
2021-12-09 11:00:00,54.0 %H
2021-12-09 11:03:00,54.0 %H
2021-12-09 11:06:00,54 %H
2021-12-09 11:09:00,54.0 %H
2021-12-09 11:12:00,54.0 %H
2021-12-09 11:15:00,54.0 %H
2021-12-09 11:18:00,54.0 %H
2021-12-09 11:21:00,54.0 %H
2021-12-09 11:24:00,54.0 %H
2021-12-09 11:27:00,54.0 %H
2021-12-09 11:30:00,54.0 %H
2021-12-09 11:33:00,54.0 %H
2021-12-09 11:36:00,54.0 %H
2021-12-09 11:39:00,54.0 %H
2021-12-09 11:42:00,54.0 %H
2021-12-09 11:45:00,54.0 %H
2021-12-09 11:48:00,54.0 %H
2021-12-09 11:51:00,54.0 %H
2021-12-09 11:54:00,54.0 %H
2021-12-09 11:57:00,54.0 %H
2021-12-09 12:00:00,54.0 %H
2021-12-09 12:03:00,54.1 %H
2021-12-09 12:06:00,54.1 %H
2021-12-09 12:09:00,54.1 %H
2021-12-09 12:12:00,54.1 %H
2021-12-09 12:15:00,54.1 %H
