sep=,
"Time","Kalman Humi1"
2021-11-26 11:33:00,47.9 %H
2021-11-26 11:36:00,47.8 %H
2021-11-26 11:39:00,47.8 %H
2021-11-26 11:42:00,47.8 %H
2021-11-26 11:45:00,47.8 %H
2021-11-26 11:48:00,47.7 %H
2021-11-26 11:51:00,47.7 %H
2021-11-26 11:54:00,47.7 %H
2021-11-26 11:57:00,47.6 %H
2021-11-26 12:00:00,47.6 %H
2021-11-26 12:03:00,47.6 %H
2021-11-26 12:06:00,47.5 %H
2021-11-26 12:09:00,47.5 %H
2021-11-26 12:12:00,47.5 %H
2021-11-26 12:15:00,47.5 %H
2021-11-26 12:18:00,47.4 %H
2021-11-26 12:21:00,47.4 %H
2021-11-26 12:24:00,47.4 %H
2021-11-26 12:27:00,47.3 %H
2021-11-26 12:30:00,47.3 %H
2021-11-26 12:33:00,47.3 %H
2021-11-26 12:36:00,47.3 %H
2021-11-26 12:39:00,47.2 %H
2021-11-26 12:42:00,47.2 %H
2021-11-26 12:45:00,47.2 %H
2021-11-26 12:48:00,47.1 %H
2021-11-26 12:51:00,47.1 %H
2021-11-26 12:54:00,47.1 %H
2021-11-26 12:57:00,47.1 %H
2021-11-26 13:00:00,47.0 %H
2021-11-26 13:03:00,47.0 %H
2021-11-26 13:06:00,47.0 %H
2021-11-26 13:09:00,47.0 %H
2021-11-26 13:12:00,46.9 %H
2021-11-26 13:15:00,46.9 %H
2021-11-26 13:18:00,46.9 %H
2021-11-26 13:21:00,46.9 %H
2021-11-26 13:24:00,46.8 %H
2021-11-26 13:27:00,46.8 %H
2021-11-26 13:30:00,46.8 %H
2021-11-26 13:33:00,46.8 %H
2021-11-26 13:36:00,46.7 %H
2021-11-26 13:39:00,46.7 %H
2021-11-26 13:42:00,46.7 %H
2021-11-26 13:45:00,46.7 %H
2021-11-26 13:48:00,46.6 %H
2021-11-26 13:51:00,46.6 %H
2021-11-26 13:54:00,46.6 %H
2021-11-26 13:57:00,46.6 %H
2021-11-26 14:00:00,46.5 %H
2021-11-26 14:03:00,46.5 %H
2021-11-26 14:06:00,46.5 %H
2021-11-26 14:09:00,46.5 %H
2021-11-26 14:12:00,46.4 %H
2021-11-26 14:15:00,46.4 %H
2021-11-26 14:18:00,46.4 %H
2021-11-26 14:21:00,46.4 %H
2021-11-26 14:24:00,46.3 %H
2021-11-26 14:27:00,46.3 %H
2021-11-26 14:30:00,46.3 %H
2021-11-26 14:33:00,46.3 %H
2021-11-26 14:36:00,46.3 %H
2021-11-26 14:39:00,46.2 %H
2021-11-26 14:42:00,46.2 %H
2021-11-26 14:45:00,46.2 %H
2021-11-26 14:48:00,46.2 %H
2021-11-26 14:51:00,46.2 %H
2021-11-26 14:54:00,46.1 %H
2021-11-26 14:57:00,46.1 %H
2021-11-26 15:00:00,46.1 %H
2021-11-26 15:03:00,46.1 %H
2021-11-26 15:06:00,46.0 %H
2021-11-26 15:09:00,46.0 %H
2021-11-26 15:12:00,46.0 %H
2021-11-26 15:15:00,46.0 %H
2021-11-26 15:18:00,46.0 %H
2021-11-26 15:21:00,45.9 %H
2021-11-26 15:24:00,45.9 %H
2021-11-26 15:27:00,45.9 %H
2021-11-26 15:30:00,45.9 %H
2021-11-26 15:33:00,45.9 %H
2021-11-26 15:36:00,45.9 %H
2021-11-26 15:39:00,45.9 %H
2021-11-26 15:42:00,45.8 %H
2021-11-26 15:45:00,45.8 %H
2021-11-26 15:48:00,45.8 %H
2021-11-26 15:51:00,45.8 %H
2021-11-26 15:54:00,45.8 %H
2021-11-26 15:57:00,45.8 %H
2021-11-26 16:00:00,45.8 %H
2021-11-26 16:03:00,45.8 %H
2021-11-26 16:06:00,45.7 %H
2021-11-26 16:09:00,45.7 %H
2021-11-26 16:12:00,45.7 %H
2021-11-26 16:15:00,45.7 %H
2021-11-26 16:18:00,45.7 %H
2021-11-26 16:21:00,45.7 %H
2021-11-26 16:24:00,45.7 %H
2021-11-26 16:27:00,45.7 %H
2021-11-26 16:30:00,45.7 %H
2021-11-26 16:33:00,45.7 %H
2021-11-26 16:36:00,45.7 %H
2021-11-26 16:39:00,45.6 %H
2021-11-26 16:42:00,45.6 %H
2021-11-26 16:45:00,45.6 %H
2021-11-26 16:48:00,45.6 %H
2021-11-26 16:51:00,45.6 %H
2021-11-26 16:54:00,45.6 %H
2021-11-26 16:57:00,45.6 %H
2021-11-26 17:00:00,45.6 %H
2021-11-26 17:03:00,45.6 %H
2021-11-26 17:06:00,45.6 %H
2021-11-26 17:09:00,45.6 %H
2021-11-26 17:12:00,45.5 %H
2021-11-26 17:15:00,45.5 %H
2021-11-26 17:18:00,45.5 %H
2021-11-26 17:21:00,45.5 %H
2021-11-26 17:24:00,45.5 %H
2021-11-26 17:27:00,45.5 %H
2021-11-26 17:30:00,45.5 %H
2021-11-26 17:33:00,45.5 %H
2021-11-26 17:36:00,45.5 %H
2021-11-26 17:39:00,45.4 %H
2021-11-26 17:42:00,45.4 %H
2021-11-26 17:45:00,45.4 %H
2021-11-26 17:48:00,45.4 %H
2021-11-26 17:51:00,45.4 %H
2021-11-26 17:54:00,45.4 %H
2021-11-26 17:57:00,45.4 %H
2021-11-26 18:00:00,45.4 %H
2021-11-26 18:03:00,45.4 %H
2021-11-26 18:06:00,45.4 %H
2021-11-26 18:09:00,45.4 %H
2021-11-26 18:12:00,45.4 %H
2021-11-26 18:15:00,45.3 %H
2021-11-26 18:18:00,45.3 %H
2021-11-26 18:21:00,45.3 %H
2021-11-26 18:24:00,45.3 %H
2021-11-26 18:27:00,45.3 %H
2021-11-26 18:30:00,45.3 %H
2021-11-26 18:33:00,45.3 %H
2021-11-26 18:36:00,45.3 %H
2021-11-26 18:39:00,45.3 %H
2021-11-26 18:42:00,45.3 %H
2021-11-26 18:45:00,45.3 %H
2021-11-26 18:48:00,45.3 %H
2021-11-26 18:51:00,45.3 %H
2021-11-26 18:54:00,45.2 %H
2021-11-26 18:57:00,45.2 %H
2021-11-26 19:00:00,45.2 %H
2021-11-26 19:03:00,45.2 %H
2021-11-26 19:06:00,45.2 %H
2021-11-26 19:09:00,45.2 %H
2021-11-26 19:12:00,45.2 %H
2021-11-26 19:15:00,45.2 %H
2021-11-26 19:18:00,45.2 %H
2021-11-26 19:21:00,45.2 %H
2021-11-26 19:24:00,45.2 %H
2021-11-26 19:27:00,45.2 %H
2021-11-26 19:30:00,45.2 %H
2021-11-26 19:33:00,45.1 %H
2021-11-26 19:36:00,45.1 %H
2021-11-26 19:39:00,45.1 %H
2021-11-26 19:42:00,45.1 %H
2021-11-26 19:45:00,45.1 %H
2021-11-26 19:48:00,45.1 %H
2021-11-26 19:51:00,45.1 %H
2021-11-26 19:54:00,45.1 %H
2021-11-26 19:57:00,45.1 %H
2021-11-26 20:00:00,45.1 %H
2021-11-26 20:03:00,45.1 %H
2021-11-26 20:06:00,45.1 %H
2021-11-26 20:09:00,45.1 %H
2021-11-26 20:12:00,45.1 %H
2021-11-26 20:15:00,45.1 %H
2021-11-26 20:18:00,45.1 %H
2021-11-26 20:21:00,45.1 %H
2021-11-26 20:24:00,45.1 %H
2021-11-26 20:27:00,45.1 %H
2021-11-26 20:30:00,45.1 %H
2021-11-26 20:33:00,45.0 %H
2021-11-26 20:36:00,45.0 %H
2021-11-26 20:39:00,45.0 %H
2021-11-26 20:42:00,45.0 %H
2021-11-26 20:45:00,45.0 %H
2021-11-26 20:48:00,45.0 %H
2021-11-26 20:51:00,45.0 %H
2021-11-26 20:54:00,45.0 %H
2021-11-26 20:57:00,45.0 %H
2021-11-26 21:00:00,45.0 %H
2021-11-26 21:03:00,45.0 %H
2021-11-26 21:06:00,45.0 %H
2021-11-26 21:09:00,45.0 %H
2021-11-26 21:12:00,45.0 %H
2021-11-26 21:15:00,45.0 %H
2021-11-26 21:18:00,45.0 %H
2021-11-26 21:21:00,45.0 %H
2021-11-26 21:24:00,45.1 %H
2021-11-26 21:27:00,45.1 %H
2021-11-26 21:30:00,45.1 %H
2021-11-26 21:33:00,45.1 %H
2021-11-26 21:36:00,45.1 %H
2021-11-26 21:39:00,45.1 %H
2021-11-26 21:42:00,45.1 %H
2021-11-26 21:45:00,45.1 %H
2021-11-26 21:48:00,45.1 %H
2021-11-26 21:51:00,45.1 %H
2021-11-26 21:54:00,45.1 %H
2021-11-26 21:57:00,45.2 %H
2021-11-26 22:00:00,45.2 %H
2021-11-26 22:03:00,45.2 %H
2021-11-26 22:06:00,45.2 %H
2021-11-26 22:09:00,45.2 %H
2021-11-26 22:12:00,45.2 %H
2021-11-26 22:15:00,45.2 %H
2021-11-26 22:18:00,45.2 %H
2021-11-26 22:21:00,45.2 %H
2021-11-26 22:24:00,45.2 %H
2021-11-26 22:27:00,45.2 %H
2021-11-26 22:30:00,45.2 %H
2021-11-26 22:33:00,45.2 %H
2021-11-26 22:36:00,45.2 %H
2021-11-26 22:39:00,45.3 %H
2021-11-26 22:42:00,45.3 %H
2021-11-26 22:45:00,45.3 %H
2021-11-26 22:48:00,45.3 %H
2021-11-26 22:51:00,45.3 %H
2021-11-26 22:54:00,45.3 %H
2021-11-26 22:57:00,45.3 %H
2021-11-26 23:00:00,45.3 %H
2021-11-26 23:03:00,45.3 %H
2021-11-26 23:06:00,45.3 %H
2021-11-26 23:09:00,45.3 %H
2021-11-26 23:12:00,45.3 %H
2021-11-26 23:15:00,45.3 %H
2021-11-26 23:18:00,45.3 %H
2021-11-26 23:21:00,45.3 %H
2021-11-26 23:24:00,45.3 %H
2021-11-26 23:27:00,45.3 %H
2021-11-26 23:30:00,45.3 %H
2021-11-26 23:33:00,45.3 %H
2021-11-26 23:36:00,45.3 %H
2021-11-26 23:39:00,45.3 %H
2021-11-26 23:42:00,45.3 %H
2021-11-26 23:45:00,45.3 %H
2021-11-26 23:48:00,45.3 %H
2021-11-26 23:51:00,45.3 %H
2021-11-26 23:54:00,45.3 %H
2021-11-26 23:57:00,45.3 %H
2021-11-27 00:00:00,45.3 %H
2021-11-27 00:03:00,45.4 %H
2021-11-27 00:06:00,45.4 %H
2021-11-27 00:09:00,45.4 %H
2021-11-27 00:12:00,45.4 %H
2021-11-27 00:15:00,45.4 %H
2021-11-27 00:18:00,45.4 %H
2021-11-27 00:21:00,45.4 %H
2021-11-27 00:24:00,45.4 %H
2021-11-27 00:27:00,45.4 %H
2021-11-27 00:30:00,45.4 %H
2021-11-27 00:33:00,45.4 %H
2021-11-27 00:36:00,45.4 %H
2021-11-27 00:39:00,45.4 %H
2021-11-27 00:42:00,45.4 %H
2021-11-27 00:45:00,45.4 %H
2021-11-27 00:48:00,45.4 %H
2021-11-27 00:51:00,45.4 %H
2021-11-27 00:54:00,45.4 %H
2021-11-27 00:57:00,45.4 %H
2021-11-27 01:00:00,45.4 %H
2021-11-27 01:03:00,45.4 %H
2021-11-27 01:06:00,45.4 %H
2021-11-27 01:09:00,45.4 %H
2021-11-27 01:12:00,45.4 %H
2021-11-27 01:15:00,45.4 %H
2021-11-27 01:18:00,45.4 %H
2021-11-27 01:21:00,45.4 %H
2021-11-27 01:24:00,45.4 %H
2021-11-27 01:27:00,45.4 %H
2021-11-27 01:30:00,45.4 %H
2021-11-27 01:33:00,45.4 %H
2021-11-27 01:36:00,45.4 %H
2021-11-27 01:39:00,45.4 %H
2021-11-27 01:42:00,45.4 %H
2021-11-27 01:45:00,45.4 %H
2021-11-27 01:48:00,45.4 %H
2021-11-27 01:51:00,45.4 %H
2021-11-27 01:54:00,45.4 %H
2021-11-27 01:57:00,45.4 %H
2021-11-27 02:00:00,45.4 %H
2021-11-27 02:03:00,45.4 %H
2021-11-27 02:06:00,45.4 %H
2021-11-27 02:09:00,45.4 %H
2021-11-27 02:12:00,45.4 %H
2021-11-27 02:15:00,45.4 %H
2021-11-27 02:18:00,45.4 %H
2021-11-27 02:21:00,45.4 %H
2021-11-27 02:24:00,45.4 %H
2021-11-27 02:27:00,45.4 %H
2021-11-27 02:30:00,45.4 %H
2021-11-27 02:33:00,45.4 %H
2021-11-27 02:36:00,45.4 %H
2021-11-27 02:39:00,45.4 %H
2021-11-27 02:42:00,45.4 %H
2021-11-27 02:45:00,45.4 %H
2021-11-27 02:48:00,45.4 %H
2021-11-27 02:51:00,45.4 %H
2021-11-27 02:54:00,45.4 %H
2021-11-27 02:57:00,45.4 %H
2021-11-27 03:00:00,45.4 %H
2021-11-27 03:03:00,45.4 %H
2021-11-27 03:06:00,45.5 %H
2021-11-27 03:09:00,45.5 %H
2021-11-27 03:12:00,45.5 %H
2021-11-27 03:15:00,45.5 %H
2021-11-27 03:18:00,45.5 %H
2021-11-27 03:21:00,45.5 %H
2021-11-27 03:24:00,45.6 %H
2021-11-27 03:27:00,45.6 %H
2021-11-27 03:30:00,45.6 %H
2021-11-27 03:33:00,45.6 %H
2021-11-27 03:36:00,45.6 %H
2021-11-27 03:39:00,45.6 %H
2021-11-27 03:42:00,45.6 %H
2021-11-27 03:45:00,45.6 %H
2021-11-27 03:48:00,45.6 %H
2021-11-27 03:51:00,45.6 %H
2021-11-27 03:54:00,45.7 %H
2021-11-27 03:57:00,45.7 %H
2021-11-27 04:00:00,45.7 %H
2021-11-27 04:03:00,45.7 %H
2021-11-27 04:06:00,45.7 %H
2021-11-27 04:09:00,45.7 %H
2021-11-27 04:12:00,45.7 %H
2021-11-27 04:15:00,45.8 %H
2021-11-27 04:18:00,45.8 %H
2021-11-27 04:21:00,45.8 %H
2021-11-27 04:24:00,45.8 %H
2021-11-27 04:27:00,45.8 %H
2021-11-27 04:30:00,45.8 %H
2021-11-27 04:33:00,45.8 %H
2021-11-27 04:36:00,45.9 %H
2021-11-27 04:39:00,45.9 %H
2021-11-27 04:42:00,45.9 %H
2021-11-27 04:45:00,45.9 %H
2021-11-27 04:48:00,45.9 %H
2021-11-27 04:51:00,45.9 %H
2021-11-27 04:54:00,45.9 %H
2021-11-27 04:57:00,46.0 %H
2021-11-27 05:00:00,46.0 %H
2021-11-27 05:03:00,46.0 %H
2021-11-27 05:06:00,46.0 %H
2021-11-27 05:09:00,46.0 %H
2021-11-27 05:12:00,46.0 %H
2021-11-27 05:15:00,46.0 %H
2021-11-27 05:18:00,46.0 %H
2021-11-27 05:21:00,46.1 %H
2021-11-27 05:24:00,46.1 %H
2021-11-27 05:27:00,46.1 %H
2021-11-27 05:30:00,46.1 %H
2021-11-27 05:33:00,46.1 %H
2021-11-27 05:36:00,46.1 %H
2021-11-27 05:39:00,46.1 %H
2021-11-27 05:42:00,46.1 %H
2021-11-27 05:45:00,46.1 %H
2021-11-27 05:48:00,46.2 %H
2021-11-27 05:51:00,46.2 %H
2021-11-27 05:54:00,46.2 %H
2021-11-27 05:57:00,46.2 %H
2021-11-27 06:00:00,46.2 %H
2021-11-27 06:03:00,46.2 %H
2021-11-27 06:06:00,46.2 %H
2021-11-27 06:09:00,46.2 %H
2021-11-27 06:12:00,46.2 %H
2021-11-27 06:15:00,46.2 %H
2021-11-27 06:18:00,46.3 %H
2021-11-27 06:21:00,46.3 %H
2021-11-27 06:24:00,46.3 %H
2021-11-27 06:27:00,46.3 %H
2021-11-27 06:30:00,46.3 %H
2021-11-27 06:33:00,46.3 %H
2021-11-27 06:36:00,46.3 %H
2021-11-27 06:39:00,46.3 %H
2021-11-27 06:42:00,46.3 %H
2021-11-27 06:45:00,46.3 %H
2021-11-27 06:48:00,46.3 %H
2021-11-27 06:51:00,46.3 %H
2021-11-27 06:54:00,46.4 %H
2021-11-27 06:57:00,46.4 %H
2021-11-27 07:00:00,46.4 %H
2021-11-27 07:03:00,46.4 %H
2021-11-27 07:06:00,46.4 %H
2021-11-27 07:09:00,46.4 %H
2021-11-27 07:12:00,46.4 %H
2021-11-27 07:15:00,46.4 %H
2021-11-27 07:18:00,46.4 %H
2021-11-27 07:21:00,46.4 %H
2021-11-27 07:24:00,46.4 %H
2021-11-27 07:27:00,46.4 %H
2021-11-27 07:30:00,46.4 %H
2021-11-27 07:33:00,46.4 %H
2021-11-27 07:36:00,46.5 %H
2021-11-27 07:39:00,46.5 %H
2021-11-27 07:42:00,46.5 %H
2021-11-27 07:45:00,46.5 %H
2021-11-27 07:48:00,46.5 %H
2021-11-27 07:51:00,46.5 %H
2021-11-27 07:54:00,46.5 %H
2021-11-27 07:57:00,46.5 %H
2021-11-27 08:00:00,46.5 %H
2021-11-27 08:03:00,46.5 %H
2021-11-27 08:06:00,46.5 %H
2021-11-27 08:09:00,46.5 %H
2021-11-27 08:12:00,46.5 %H
2021-11-27 08:15:00,46.5 %H
2021-11-27 08:18:00,46.5 %H
2021-11-27 08:21:00,46.5 %H
2021-11-27 08:24:00,46.5 %H
2021-11-27 08:27:00,46.5 %H
2021-11-27 08:30:00,46.5 %H
2021-11-27 08:33:00,46.5 %H
2021-11-27 08:36:00,46.5 %H
2021-11-27 08:39:00,46.5 %H
2021-11-27 08:42:00,46.5 %H
2021-11-27 08:45:00,46.5 %H
2021-11-27 08:48:00,46.5 %H
2021-11-27 08:51:00,46.5 %H
2021-11-27 08:54:00,46.5 %H
2021-11-27 08:57:00,46.5 %H
2021-11-27 09:00:00,46.6 %H
2021-11-27 09:03:00,46.6 %H
2021-11-27 09:06:00,46.6 %H
2021-11-27 09:09:00,46.6 %H
2021-11-27 09:12:00,46.6 %H
2021-11-27 09:15:00,46.6 %H
2021-11-27 09:18:00,46.6 %H
2021-11-27 09:21:00,46.6 %H
2021-11-27 09:24:00,46.6 %H
2021-11-27 09:27:00,46.6 %H
2021-11-27 09:30:00,46.6 %H
2021-11-27 09:33:00,46.6 %H
2021-11-27 09:36:00,46.6 %H
2021-11-27 09:39:00,46.6 %H
2021-11-27 09:42:00,46.6 %H
2021-11-27 09:45:00,46.6 %H
2021-11-27 09:48:00,46.6 %H
2021-11-27 09:51:00,46.6 %H
2021-11-27 09:54:00,46.6 %H
2021-11-27 09:57:00,46.6 %H
2021-11-27 10:00:00,46.6 %H
2021-11-27 10:03:00,46.6 %H
2021-11-27 10:06:00,46.6 %H
2021-11-27 10:09:00,46.6 %H
2021-11-27 10:12:00,46.6 %H
2021-11-27 10:15:00,46.6 %H
2021-11-27 10:18:00,46.6 %H
2021-11-27 10:21:00,46.6 %H
2021-11-27 10:24:00,46.6 %H
2021-11-27 10:27:00,46.6 %H
2021-11-27 10:30:00,46.6 %H
2021-11-27 10:33:00,46.6 %H
2021-11-27 10:36:00,46.6 %H
2021-11-27 10:39:00,46.6 %H
2021-11-27 10:42:00,46.6 %H
2021-11-27 10:45:00,46.6 %H
2021-11-27 10:48:00,46.6 %H
2021-11-27 10:51:00,46.6 %H
2021-11-27 10:54:00,46.6 %H
2021-11-27 10:57:00,46.6 %H
2021-11-27 11:00:00,46.6 %H
2021-11-27 11:03:00,46.6 %H
2021-11-27 11:06:00,46.6 %H
2021-11-27 11:09:00,46.6 %H
2021-11-27 11:12:00,46.6 %H
2021-11-27 11:15:00,46.6 %H
2021-11-27 11:18:00,46.6 %H
2021-11-27 11:21:00,46.6 %H
2021-11-27 11:24:00,46.6 %H
2021-11-27 11:27:00,46.6 %H
2021-11-27 11:30:00,46.6 %H
2021-11-27 11:33:00,46.6 %H
2021-11-27 11:36:00,46.6 %H
2021-11-27 11:39:00,
2021-11-27 11:42:00,45.5 %H
2021-11-27 11:45:00,45.2 %H
2021-11-27 11:48:00,45.1 %H
2021-11-27 11:51:00,45.1 %H
2021-11-27 11:54:00,45.1 %H
2021-11-27 11:57:00,45.1 %H
2021-11-27 12:00:00,45.1 %H
2021-11-27 12:03:00,45.1 %H
2021-11-27 12:06:00,45.0 %H
2021-11-27 12:09:00,45.1 %H
2021-11-27 12:12:00,45.2 %H
2021-11-27 12:15:00,45.3 %H
2021-11-27 12:18:00,45.4 %H
2021-11-27 12:21:00,45.4 %H
2021-11-27 12:24:00,45.5 %H
2021-11-27 12:27:00,45.6 %H
2021-11-27 12:30:00,45.7 %H
2021-11-27 12:33:00,45.7 %H
2021-11-27 12:36:00,45.8 %H
2021-11-27 12:39:00,45.9 %H
2021-11-27 12:42:00,45.9 %H
2021-11-27 12:45:00,46.0 %H
2021-11-27 12:48:00,46.0 %H
2021-11-27 12:51:00,46.1 %H
2021-11-27 12:54:00,46.1 %H
2021-11-27 12:57:00,46.1 %H
2021-11-27 13:00:00,46.1 %H
2021-11-27 13:03:00,46.1 %H
2021-11-27 13:06:00,46.2 %H
2021-11-27 13:09:00,46.2 %H
2021-11-27 13:12:00,46.2 %H
2021-11-27 13:15:00,46.2 %H
2021-11-27 13:18:00,46.3 %H
2021-11-27 13:21:00,46.3 %H
2021-11-27 13:24:00,46.3 %H
2021-11-27 13:27:00,46.3 %H
2021-11-27 13:30:00,46.3 %H
2021-11-27 13:33:00,46.3 %H
2021-11-27 13:36:00,46.3 %H
2021-11-27 13:39:00,46.3 %H
2021-11-27 13:42:00,46.3 %H
2021-11-27 13:45:00,46.2 %H
2021-11-27 13:48:00,46.2 %H
2021-11-27 13:51:00,46.2 %H
2021-11-27 13:54:00,46.2 %H
2021-11-27 13:57:00,46.2 %H
2021-11-27 14:00:00,46.2 %H
2021-11-27 14:03:00,46.2 %H
2021-11-27 14:06:00,46.2 %H
2021-11-27 14:09:00,46.2 %H
2021-11-27 14:12:00,46.2 %H
2021-11-27 14:15:00,46.2 %H
2021-11-27 14:18:00,46.2 %H
2021-11-27 14:21:00,46.2 %H
2021-11-27 14:24:00,46.2 %H
2021-11-27 14:27:00,46.2 %H
2021-11-27 14:30:00,46.2 %H
2021-11-27 14:33:00,46.2 %H
2021-11-27 14:36:00,46.2 %H
2021-11-27 14:39:00,46.2 %H
2021-11-27 14:42:00,46.2 %H
2021-11-27 14:45:00,46.2 %H
2021-11-27 14:48:00,46.2 %H
2021-11-27 14:51:00,46.2 %H
2021-11-27 14:54:00,46.2 %H
2021-11-27 14:57:00,46.2 %H
2021-11-27 15:00:00,46.2 %H
2021-11-27 15:03:00,46.2 %H
2021-11-27 15:06:00,46.2 %H
2021-11-27 15:09:00,46.2 %H
2021-11-27 15:12:00,46.2 %H
2021-11-27 15:15:00,46.2 %H
2021-11-27 15:18:00,46.2 %H
2021-11-27 15:21:00,46.2 %H
2021-11-27 15:24:00,46.3 %H
2021-11-27 15:27:00,46.3 %H
2021-11-27 15:30:00,46.3 %H
2021-11-27 15:33:00,46.3 %H
2021-11-27 15:36:00,46.3 %H
2021-11-27 15:39:00,46.3 %H
2021-11-27 15:42:00,46.3 %H
2021-11-27 15:45:00,46.4 %H
2021-11-27 15:48:00,46.4 %H
2021-11-27 15:51:00,46.3 %H
2021-11-27 15:54:00,46.3 %H
2021-11-27 15:57:00,46.3 %H
2021-11-27 16:00:00,46.3 %H
2021-11-27 16:03:00,46.3 %H
2021-11-27 16:06:00,46.3 %H
2021-11-27 16:09:00,46.3 %H
2021-11-27 16:12:00,46.3 %H
2021-11-27 16:15:00,46.2 %H
2021-11-27 16:18:00,46.2 %H
2021-11-27 16:21:00,46.2 %H
2021-11-27 16:24:00,46.2 %H
2021-11-27 16:27:00,46.2 %H
2021-11-27 16:30:00,46.2 %H
2021-11-27 16:33:00,46.2 %H
2021-11-27 16:36:00,46.2 %H
2021-11-27 16:39:00,46.3 %H
2021-11-27 16:42:00,46.4 %H
2021-11-27 16:45:00,46.5 %H
2021-11-27 16:48:00,46.5 %H
2021-11-27 16:51:00,46.6 %H
2021-11-27 16:54:00,46.6 %H
2021-11-27 16:57:00,46.6 %H
2021-11-27 17:00:00,46.7 %H
2021-11-27 17:03:00,46.7 %H
2021-11-27 17:06:00,46.7 %H
2021-11-27 17:09:00,46.7 %H
2021-11-27 17:12:00,46.7 %H
2021-11-27 17:15:00,46.7 %H
2021-11-27 17:18:00,46.7 %H
2021-11-27 17:21:00,46.7 %H
2021-11-27 17:24:00,46.7 %H
2021-11-27 17:27:00,46.7 %H
2021-11-27 17:30:00,46.7 %H
2021-11-27 17:33:00,46.7 %H
2021-11-27 17:36:00,46.7 %H
2021-11-27 17:39:00,46.7 %H
2021-11-27 17:42:00,46.7 %H
2021-11-27 17:45:00,46.7 %H
2021-11-27 17:48:00,46.7 %H
2021-11-27 17:51:00,46.7 %H
2021-11-27 17:54:00,46.7 %H
2021-11-27 17:57:00,46.7 %H
2021-11-27 18:00:00,46.7 %H
2021-11-27 18:03:00,46.7 %H
2021-11-27 18:06:00,46.7 %H
2021-11-27 18:09:00,46.7 %H
2021-11-27 18:12:00,46.7 %H
2021-11-27 18:15:00,46.7 %H
2021-11-27 18:18:00,46.7 %H
2021-11-27 18:21:00,46.7 %H
2021-11-27 18:24:00,46.7 %H
2021-11-27 18:27:00,46.7 %H
2021-11-27 18:30:00,46.7 %H
2021-11-27 18:33:00,46.7 %H
2021-11-27 18:36:00,46.7 %H
2021-11-27 18:39:00,46.7 %H
2021-11-27 18:42:00,46.7 %H
2021-11-27 18:45:00,46.7 %H
2021-11-27 18:48:00,46.7 %H
2021-11-27 18:51:00,46.7 %H
2021-11-27 18:54:00,46.7 %H
2021-11-27 18:57:00,46.8 %H
2021-11-27 19:00:00,46.8 %H
2021-11-27 19:03:00,46.8 %H
2021-11-27 19:06:00,46.8 %H
2021-11-27 19:09:00,46.8 %H
2021-11-27 19:12:00,46.8 %H
2021-11-27 19:15:00,46.8 %H
2021-11-27 19:18:00,46.8 %H
2021-11-27 19:21:00,46.8 %H
2021-11-27 19:24:00,46.8 %H
2021-11-27 19:27:00,46.9 %H
2021-11-27 19:30:00,46.9 %H
2021-11-27 19:33:00,46.9 %H
2021-11-27 19:36:00,46.9 %H
2021-11-27 19:39:00,46.9 %H
2021-11-27 19:42:00,46.9 %H
2021-11-27 19:45:00,46.9 %H
2021-11-27 19:48:00,46.9 %H
2021-11-27 19:51:00,46.9 %H
2021-11-27 19:54:00,46.9 %H
2021-11-27 19:57:00,46.9 %H
2021-11-27 20:00:00,46.9 %H
2021-11-27 20:03:00,46.9 %H
2021-11-27 20:06:00,46.9 %H
2021-11-27 20:09:00,46.9 %H
2021-11-27 20:12:00,46.9 %H
2021-11-27 20:15:00,46.9 %H
2021-11-27 20:18:00,46.9 %H
2021-11-27 20:21:00,46.9 %H
2021-11-27 20:24:00,46.9 %H
2021-11-27 20:27:00,46.9 %H
2021-11-27 20:30:00,46.9 %H
2021-11-27 20:33:00,46.9 %H
2021-11-27 20:36:00,46.9 %H
2021-11-27 20:39:00,46.9 %H
2021-11-27 20:42:00,46.9 %H
2021-11-27 20:45:00,46.9 %H
2021-11-27 20:48:00,46.9 %H
2021-11-27 20:51:00,46.9 %H
2021-11-27 20:54:00,46.9 %H
2021-11-27 20:57:00,46.9 %H
2021-11-27 21:00:00,47.0 %H
2021-11-27 21:03:00,47.0 %H
2021-11-27 21:06:00,47.0 %H
2021-11-27 21:09:00,47.0 %H
2021-11-27 21:12:00,47.0 %H
2021-11-27 21:15:00,47.0 %H
2021-11-27 21:18:00,47.0 %H
2021-11-27 21:21:00,47.0 %H
2021-11-27 21:24:00,47.0 %H
2021-11-27 21:27:00,47 %H
2021-11-27 21:30:00,47.0 %H
2021-11-27 21:33:00,47.0 %H
2021-11-27 21:36:00,47.0 %H
2021-11-27 21:39:00,47.0 %H
2021-11-27 21:42:00,47.0 %H
2021-11-27 21:45:00,47.0 %H
2021-11-27 21:48:00,47.0 %H
2021-11-27 21:51:00,47.0 %H
2021-11-27 21:54:00,47.0 %H
2021-11-27 21:57:00,47.0 %H
2021-11-27 22:00:00,47.0 %H
2021-11-27 22:03:00,47.0 %H
2021-11-27 22:06:00,47.0 %H
2021-11-27 22:09:00,47.0 %H
2021-11-27 22:12:00,47.0 %H
2021-11-27 22:15:00,47.0 %H
2021-11-27 22:18:00,47.0 %H
2021-11-27 22:21:00,47.0 %H
2021-11-27 22:24:00,47.0 %H
2021-11-27 22:27:00,47.0 %H
